City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
339,Hobyo,SO,5.3505,48.5268,79.63,74,33,7.67
340,Putina,PE,-15.4667,-69.4333,46.8,65,16,7.14
341,Oskemen,KZ,49.9565,82.6119,35.56,80,75,2.24
342,Singarayakonda,IN,15.25,80.0333,75.31,85,48,6.42
343,Mineros,BO,-17.1167,-63.2333,66.25,46,0,2.53
344,Port Blair,IN,11.6667,92.75,77.04,83,40,2.3
345,Presidente Epitacio,BR,-21.7633,-52.1156,63.57,57,0,9.06
346,Visby,SE,57.6409,18.296,49.82,81,100,13.8
347,Kaduna,NG,10.5222,7.4383,68.29,32,77,5.26
348,Gamba,GA,-2.65,10.0,75.33,89,78,3.74
349,Peleduy,RU,59.6289,112.7406,16.12,90,100,8.32
350,Manzhouli,CN,49.6,117.4333,23.76,74,100,4.21
351,Sabang,ID,5.8933,95.3214,79.2,80,100,8.77
352,Santa,PH,17.486,120.4348,82.02,60,66,4.32
353,Kaitangata,NZ,-46.2817,169.8464,55.42,50,65,13.94
354,Broome,US,42.2506,-75.833,61.68,76,0,9.22
355,San Quintin,MX,30.4833,-115.95,63.7,42,72,10.51
356,Klaksvik,FO,62.2266,-6.589,41.92,94,100,20.15
357,Kaeo,NZ,-35.1,173.7833,74.32,68,0,2.84
358,Maragogi,BR,-9.0122,-35.2225,73.35,93,100,9.22
359,Lewiston,US,44.1003,-70.2148,62.64,64,0,8.05
360,Horconcitos,PA,8.4682,-81.8007,65.07,99,100,2.55
361,Olafsvik,IS,64.8945,-23.7142,41.72,76,100,15.03
362,Miquelon,PM,47.0975,-56.3814,50.0,86,25,13.6
363,Carmichael,US,38.6171,-121.3283,64.81,41,0,5.75
364,Jawhar,SO,2.7809,45.5005,73.81,91,7,5.39
365,Azambuja,PT,39.0703,-8.8682,56.39,93,17,3.87
366,Geraldton,AU,-28.7667,114.6,64.81,59,0,16.11
367,Port Macquarie,AU,-31.4333,152.9167,66.88,88,75,2.3
368,Codrington,AU,-38.2667,141.9667,64.96,62,100,6.53
369,Marinette,US,45.1,-87.6307,48.65,93,100,11.5
370,Anadyr,RU,64.75,177.4833,-4.05,89,23,1.92
371,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,87,40,6.71
372,Santo Antonio Do Ica,BR,-3.1022,-67.9397,76.24,72,100,0.87
373,Perth,AU,-31.9333,115.8333,65.03,63,20,13.8
374,Hofn,IS,64.2539,-15.2082,38.34,72,100,9.06
375,Biak,ID,-0.9131,122.8766,82.9,68,91,3.04
376,Mizan Teferi,ET,6.9833,35.5833,61.14,90,85,2.3
377,Winslow,US,35.0242,-110.6974,50.18,23,0,8.05
378,Nipawin,CA,53.3668,-104.0009,24.84,93,20,8.05
379,Lahij,YE,13.1667,44.5833,71.69,86,5,2.91
380,Mahibadhoo,MV,3.7833,72.9667,80.87,76,84,10.69
381,Pangnirtung,CA,66.1451,-65.7125,5.36,91,88,7.56
382,Viedma,AR,-40.8135,-62.9967,64.13,55,100,18.86
383,Dalbandin,PK,28.8947,64.4101,62.74,42,3,7.65
384,Marystown,CA,47.1666,-55.1483,47.8,91,100,9.8
385,Shingu,JP,33.7333,135.9833,63.95,47,0,0.98
386,Tuy Hoa,VN,13.0833,109.3,77.7,79,66,8.88
387,Gao,ML,16.6362,1.637,73.2,21,25,11.54
388,San Policarpo,PH,12.1791,125.5072,82.06,79,100,3.49
389,Sorland,NO,67.667,12.6934,48.06,85,100,10.04
390,Yala,TH,6.3333,101.25,78.6,96,100,1.16
391,Raudeberg,NO,61.9875,5.1352,43.95,1,100,7.9
392,Beyneu,KZ,45.3167,55.2,41.56,69,100,6.33
393,Salinas,US,36.6777,-121.6555,63.57,67,0,9.22
394,Lata,PT,40.1629,-8.3327,46.08,75,9,2.91
395,Hamilton,US,39.1834,-84.5333,69.78,59,0,14.97
396,Beloha,MG,-25.1667,45.05,69.26,92,94,6.93
397,Rundu,NA,-17.9333,19.7667,68.13,81,23,0.56
398,Coihaique,CL,-45.5752,-72.0662,68.61,52,0,1.14
399,Constitucion,CL,-35.3333,-72.4167,50.97,86,93,3.85
400,San Pedro,PH,14.35,121.0167,86.27,69,20,2.3
401,Ayutla,MX,20.1167,-104.3333,67.01,65,0,3.36
402,Japura,ID,-0.3167,102.35,72.82,97,100,1.92
403,Jizan,SA,17.3333,42.6667,83.34,70,9,2.71
404,Blagodatnoye,RU,45.3997,42.5867,45.52,94,100,9.19
405,Donskoye,RU,45.4552,41.9741,46.53,92,100,8.75
406,Buraydah,SA,26.326,43.975,68.45,36,100,9.57
407,Asyut,EG,27.181,31.1837,64.58,50,10,7.63
408,Sisimiut,GL,66.9395,-53.6735,20.16,86,77,3.22
409,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.19,94,100,14.97
410,Riyadh,SA,24.6877,46.7219,68.14,51,90,7.16
411,Artyom,AZ,40.4723,50.333,55.54,78,74,27.11
412,Waitati,NZ,-45.75,170.5667,57.79,47,82,14.27
413,Cidreira,BR,-30.1811,-50.2056,62.06,72,10,8.03
414,Whitehorse,CA,60.7161,-135.0538,14.02,65,100,10.36
415,Saint-Louis,SN,16.3333,-15.0,78.44,11,89,10.56
416,Dortyol,TR,36.8616,36.2289,63.95,79,14,1.34
417,Aswan,EG,24.0934,32.907,69.1,32,0,5.75
418,Iranshahr,IR,27.2025,60.6848,68.34,37,0,0.0
419,Chicama,PE,-7.8447,-79.1469,59.54,78,50,5.14
420,Gat,IL,31.61,34.7642,63.81,66,0,5.21
421,Kirakira,SB,-10.4544,161.9205,83.88,76,81,6.22
422,Souillac,MU,-20.5167,57.5167,70.18,94,40,4.61
423,Columbus,US,39.9612,-82.9988,67.19,63,0,5.75
424,Skjervoy,NO,70.0311,20.9714,35.6,69,100,7.38
425,Miram Shah,PK,33.0086,70.0697,64.36,46,100,3.71
426,Hirado,JP,33.3597,129.5531,59.32,45,6,9.71
427,Marzuq,YE,14.4,46.4667,64.96,68,5,0.27
428,Atar,MR,20.5169,-13.0499,74.57,14,0,6.55
429,Laguna,US,38.421,-121.4238,64.69,43,0,4.61
430,Carutapera,BR,-1.195,-46.02,73.67,95,100,2.93
431,Tautira,PF,-17.7333,-149.15,72.82,95,100,21.88
432,Arlit,NE,18.7369,7.3853,72.45,19,100,11.16
433,Yagodnoye,RU,62.55,149.6667,7.5,94,100,3.13
434,Poltavka,RU,54.3663,71.7632,29.95,77,63,18.07
435,Huilong,CN,31.8111,121.655,59.94,53,85,10.6
436,Matata,NZ,-37.8833,176.75,75.96,45,2,10.31
437,Soubre,CI,5.7856,-6.6083,72.48,99,100,1.77
438,Oudtshoorn,ZA,-33.5907,22.2014,61.16,81,90,3.83
439,Palmer,US,42.1584,-72.3287,63.01,76,75,11.5
440,Madingou,CG,-4.1536,13.55,73.69,93,100,1.36
441,Umm Lajj,SA,25.0213,37.2685,74.82,61,94,0.45
442,Inhambane,MZ,-23.865,35.3833,75.2,79,90,11.83
443,Ajaccio,FR,42.0,8.9167,55.45,87,0,5.75
444,Gari,RU,59.4307,62.3497,25.68,90,100,13.73
445,Stromness,GB,58.965,-3.296,46.87,87,100,11.99
446,Manica,FR,49.0,-1.1667,44.15,87,73,2.91
447,Bodden Town,KY,19.2833,-81.25,82.4,75,20,10.36
448,Atikokan,CA,48.7555,-91.6216,29.16,64,0,1.43
449,Adrar,MR,20.5022,-10.0711,71.62,15,0,9.73
450,Noyabrsk,RU,63.1994,75.4507,18.46,99,94,7.16
451,Saint-Joseph,RE,-21.3667,55.6167,68.38,83,5,6.17
452,Whitley Bay,GB,55.0397,-1.4471,44.08,94,0,4.61
453,Guantanamo,CU,20.1444,-75.2092,80.17,86,2,4.81
454,Along,IN,28.1667,94.7667,60.26,74,0,1.43
455,Zapolyarnyy,RU,69.4154,30.8136,34.88,99,100,6.4
456,Toktogul,KG,41.8708,72.9402,46.94,97,100,0.72
457,Chebsara,RU,59.2002,38.8356,22.33,97,17,3.96
458,Lumphat,KH,13.4878,106.9816,75.07,78,92,5.73
459,Te Anau,NZ,-45.4167,167.7167,56.43,45,14,4.85
460,Katobu,ID,-4.9408,122.5276,82.56,77,100,3.38
461,At-Bashi,KG,41.1702,75.8106,32.86,90,94,1.95
462,Inirida,CO,3.8653,-67.9239,70.66,88,49,0.43
463,Atasu,KZ,48.6814,71.6433,30.4,80,91,10.0
464,Hovd,MN,48.0056,91.6419,21.54,73,2,0.85
465,Arica,CL,-18.475,-70.3042,63.95,72,0,3.44
466,Seymchan,RU,62.8833,152.4333,5.34,94,100,8.25
467,Zhangzhou,CN,24.5133,117.6556,67.93,74,97,0.67
468,Chernyshevskiy,RU,63.0128,112.4714,11.93,93,100,6.08
469,Port Lincoln,AU,-34.7333,135.8667,70.7,47,12,9.66
470,Yar-Sale,RU,66.8333,70.8333,10.58,91,24,8.79
471,Burnie,AU,-41.0667,145.9167,59.94,70,0,8.32
472,Kununurra,AU,-15.7667,128.7333,84.18,65,55,6.91
473,Kisangani,CD,0.5167,25.2,67.55,98,100,2.06
474,Makokou,GA,0.5738,12.8642,67.19,99,100,0.87
475,Morant Bay,JM,17.8815,-76.4093,80.22,80,1,7.49
476,Richards Bay,ZA,-28.783,32.0377,69.78,93,1,4.94
477,Roma,US,43.2128,-75.4557,63.82,64,0,4.61
478,Kasongo-Lunda,CD,-6.4667,16.8167,68.63,99,81,1.63
479,Silopi,TR,37.2497,42.4694,51.17,36,4,2.73
480,Claremore,US,36.3126,-95.6161,48.42,100,100,8.05
481,Fort Nelson,CA,58.8053,-122.7002,11.79,79,75,10.36
482,San Lawrenz,MT,36.0553,14.204,66.85,78,97,1.01
483,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,82,100,11.5
484,Mango,US,27.9797,-82.3065,79.02,73,0,3.44
485,Dicabisagan,PH,17.0818,122.4157,83.14,72,95,3.0
486,Aransas Pass,US,27.9095,-97.15,80.62,89,0,14.97
487,Shemonaikha,KZ,50.6328,81.9056,41.59,64,100,7.23
488,Korla,CN,41.7597,86.1469,42.28,45,100,3.44
489,Kenitra,MA,34.261,-6.5802,57.96,91,7,3.69
490,Hami,CN,42.8,93.45,43.05,31,98,1.81
491,Ariquemes,BR,-9.9133,-63.0408,70.63,57,17,2.57
492,Vao,NC,-22.6667,167.4833,74.98,87,66,20.83
493,Ndele,CF,8.4109,20.6473,71.04,51,13,0.16
494,Maneadero,MX,31.7167,-116.5667,62.1,70,34,7.0
495,Pisco,PE,-13.7,-76.2167,62.65,82,0,13.8
496,Barcarena,BR,-1.5058,-48.6258,75.25,81,100,5.97
497,Muncar,ID,-8.4333,114.3333,82.44,80,100,2.08
498,Magadan,RU,59.5667,150.8,25.54,93,100,12.71
499,Valverde Del Camino,ES,37.5751,-6.7543,56.03,45,18,3.98
500,Conakry,GN,9.538,-13.6773,81.7,79,10,7.09
501,Kupang,ID,-10.1667,123.5833,88.57,53,92,1.59
502,Coari,BR,-4.085,-63.1414,75.94,78,91,1.97
503,Kieta,PG,-6.2167,155.6333,84.85,72,100,5.5
504,Xuanhua,CN,40.6103,115.0447,39.81,23,0,1.63
505,Luena,AO,-11.7833,19.9167,61.65,95,98,3.4
506,Marienburg,PL,54.0359,19.0266,46.89,92,100,9.19
507,Jishu,CN,44.3167,126.8,33.1,43,2,10.85
508,Jinzhou,CN,41.1078,121.1417,47.48,20,0,8.88
509,Mgandu,TZ,-5.95,34.1333,69.44,47,100,5.59
510,Vanimo,PG,-2.6741,141.3028,83.89,74,95,2.39
511,Barcelos,PT,41.5388,-8.6151,51.85,76,5,3.78
512,Namibe,AO,-15.1961,12.1522,64.87,79,18,7.76
513,Manado,ID,1.487,124.8455,88.57,66,20,3.44
514,Zachary,US,30.6485,-91.1565,76.73,94,100,11.5
515,Broadstairs,GB,51.3591,1.4394,45.19,82,1,10.98
516,Teguldet,RU,57.3064,88.1667,19.35,96,54,4.34
517,Pierre,US,44.3683,-100.351,40.86,69,0,8.05
518,Podor,MR,16.6527,-14.9587,78.75,50,0,2.3
519,Polunochnoye,RU,60.8697,60.4153,8.26,98,74,4.5
520,Ahuimanu,US,21.4447,-157.8378,85.14,75,100,7.0
521,Baracoa,CU,20.3467,-74.4958,75.85,83,22,4.79
522,Karaton,ID,-6.3424,106.1045,77.67,80,100,3.91
523,Tilichiki,RU,60.4667,166.1,34.5,98,100,11.32
524,Mantua,IT,45.1667,10.7833,50.95,81,30,1.01
525,Monte Patria,CL,-30.6919,-70.9467,64.45,48,100,3.76
526,Verkhnetulomskiy,RU,68.6073,31.7962,37.53,99,100,5.44
527,Urengoy,RU,65.9667,78.3667,11.84,98,95,6.31
528,San Ignacio,BZ,17.1561,-89.0714,77.14,94,75,4.61
529,Ketchikan,US,55.3422,-131.6461,39.31,84,83,3.8
530,Vestmanna,FO,62.1564,-7.1664,40.12,93,75,9.22
531,Areia Branca,BR,-4.9561,-37.1369,78.67,82,100,9.55
532,Rodrigues Alves,BR,-7.738,-72.6509,72.39,60,98,2.44
533,Belmonte,BR,-15.8631,-38.8828,67.84,87,100,14.03
534,Coffs Harbour,AU,-30.3,153.1333,64.36,82,100,8.05
535,Kansanshi,ZM,-12.0951,26.4273,59.18,95,88,1.86
536,Rusape,ZW,-18.5278,32.1284,62.15,86,12,3.2
537,San Buenaventura,MX,27.0833,-101.5333,75.69,33,0,23.09
538,Sampit,ID,-2.5333,112.95,81.61,76,100,2.06
539,Obregon,NI,11.9566,-85.9636,77.09,93,94,4.85
540,Ubala,CO,4.7478,-72.5369,71.58,84,100,4.14
541,Doha,QA,25.2867,51.5333,80.58,50,0,16.11
542,Road Town,VG,18.4167,-64.6167,80.64,78,20,9.22
543,Manthani,IN,18.65,79.6667,62.62,75,0,2.15
544,Troitskoye,RU,52.9821,84.6757,36.81,75,100,6.2
545,Kjollefjord,NO,70.9457,27.3465,39.25,93,100,6.91
546,Mitu,CO,1.1983,-70.1733,73.29,79,100,0.83
547,Hokitika,NZ,-42.7167,170.9667,56.88,55,8,15.37
548,Puri,IN,19.8,85.85,70.32,73,0,4.68
549,Andenes,NO,69.3143,16.1194,42.78,87,40,6.91
550,Mezen,RU,65.8522,44.24,33.33,97,100,6.31
551,Dwarka,IN,22.2394,68.9678,79.16,67,6,8.48
552,Lodeynoye Pole,RU,60.726,33.5531,27.54,94,20,2.17
553,Fortuna Foothills,US,32.6578,-114.4119,69.28,18,0,11.5
554,Egvekinot,RU,66.3167,-179.1667,3.96,74,0,3.62
555,Steamboat Springs,US,40.485,-106.8317,29.93,66,100,3.44
556,Pangody,RU,65.85,74.4859,11.21,98,90,6.31
557,Kingaroy,AU,-26.5333,151.8333,73.49,41,26,9.86
558,Pombia,IT,45.653,8.6336,50.25,80,61,6.15
559,Bontang,ID,0.1333,117.5,79.77,84,89,6.64
560,Letka,RU,59.6011,49.4232,25.81,96,91,3.44
561,Chulman,RU,56.8479,124.9104,0.34,92,100,2.37
562,Jibuti,DJ,11.5,42.5,72.32,78,11,9.26
563,Svetlyy,RU,54.675,20.1347,42.96,79,100,13.62
564,Hundorp,NO,61.5552,9.9407,42.12,99,100,2.84
565,Gerash,IR,27.6652,54.1371,60.94,75,90,3.76
566,Makakilo City,US,21.3469,-158.0858,83.95,67,100,13.8
567,Brae,GB,60.3964,-1.353,48.27,81,68,17.43
568,Meulaboh,ID,4.1363,96.1285,74.98,89,100,2.62
569,Cozumel,MX,20.5083,-86.9458,81.07,85,99,5.99
570,Port Hardy,CA,50.6996,-127.4199,44.78,100,100,5.75
571,Bay Roberts,CA,47.5999,-53.2648,45.14,94,100,1.01
572,Sungaipenuh,ID,-2.0833,101.3833,66.06,91,100,0.65
573,Nishihara,JP,26.1842,127.7558,72.68,69,75,18.41
574,Iquique,CL,-20.2208,-70.1431,62.64,75,48,3.67
575,Traverse City,US,44.7631,-85.6206,59.83,92,100,3.44
576,Lhokseumawe,ID,5.1801,97.1507,78.44,83,77,4.76
577,Sinnamary,GF,5.3833,-52.95,76.86,85,90,3.85
578,Batemans Bay,AU,-35.7167,150.1833,66.09,54,28,12.01
579,Lethem,GY,3.3803,-59.7968,75.76,85,100,2.77
580,Mehamn,NO,71.0357,27.8492,37.35,93,100,6.91
581,Rawson,AR,-43.3002,-65.1023,73.17,30,100,28.34
582,Pilar,BR,-9.5972,-35.9567,73.33,94,100,3.98
583,Suihua,CN,46.6406,126.9969,30.04,49,2,9.62
584,Kvareli,GE,41.9524,45.8151,45.23,69,6,5.48
585,Vozhega,RU,60.4725,40.2213,21.65,97,11,2.77
586,Xining,CN,36.6167,101.7667,37.24,54,0,0.85
587,Bereda,ES,43.2686,-7.5406,41.41,98,14,1.86
588,Heishan,CN,41.6892,122.1128,44.85,24,0,5.39
589,Pahrump,US,36.2083,-115.9839,59.31,21,14,3.0
590,Tornabe,HN,15.75,-87.55,82.38,83,40,8.05
591,Wajima,JP,37.4,136.9,50.68,87,75,2.3
592,Malindi,KE,-3.2175,40.1191,76.26,84,64,7.56
593,Mount Isa,AU,-20.7333,139.5,85.77,32,0,13.8
594,Pirapo,PY,-26.85,-55.5333,59.2,69,59,2.51
595,Farafangana,MG,-22.8167,47.8333,71.58,91,14,7.09
596,Karratha,AU,-20.7377,116.8463,84.94,38,6,7.38
597,Nova Odesa,UA,47.3078,31.7851,44.4,90,15,6.24
598,Kroya,ID,-7.6331,109.2461,80.01,84,100,3.22
599,Kavaratti,IN,10.5669,72.642,80.89,75,56,3.47
600,Lisakovsk,KZ,52.5369,62.4936,23.58,88,15,15.12
601,Kemijarvi,FI,66.7131,27.4306,41.9,83,100,11.86
602,Dahra,DZ,36.2546,0.8519,58.39,76,8,3.71
603,Jurm,AF,36.8648,70.8342,50.83,94,100,0.47
604,Molina,CL,-35.1167,-71.2833,58.73,67,99,8.05
605,Vegreville,CA,53.5001,-112.0518,26.65,74,100,6.91
606,Uray,RU,60.1247,64.7758,26.56,91,100,14.18
607,San Ramon,US,37.7799,-121.978,64.53,71,0,10.36
608,Preobrazheniye,RU,42.9019,133.9064,38.61,32,0,8.86
609,Xinxiang,CN,35.3089,113.8672,53.91,36,2,4.43
610,Jiehu,CN,35.5428,118.455,50.04,32,0,1.1
611,Bilma,NE,18.6853,12.9164,68.2,25,33,4.92
612,Aquiraz,BR,-3.9014,-38.3911,80.19,82,100,6.55
613,Ilebo,CD,-4.3167,20.5833,69.22,99,100,1.7
614,Kamarion,GR,36.8,25.8167,66.24,67,0,7.4
615,Machinga,MW,-15.1685,35.3,72.41,66,100,3.49
616,Olinda,BR,-8.0089,-34.8553,80.33,74,40,6.91
617,Porto Murtinho,BR,-21.6989,-57.8825,67.03,59,0,4.97
618,Mutoko,ZW,-17.397,32.2268,64.53,80,82,3.51
619,Herat,AF,34.5,62.0,48.81,77,6,3.78
620,Terney,RU,45.0503,136.6092,34.66,35,100,7.02
621,Mareeba,AU,-17.0,145.4333,80.44,69,81,8.1
622,Rio Grande,BR,-32.035,-52.0986,60.91,84,0,13.22
623,Villa Carlos Paz,AR,-31.4241,-64.4978,63.68,32,91,4.52
624,Grand Gaube,MU,-20.0064,57.6608,70.2,83,4,1.99
625,Sabaudia,IT,41.3003,13.0282,61.79,94,44,14.14
626,Ormara,PK,25.2088,64.6357,79.09,59,100,12.08
627,Ilhabela,BR,-23.7781,-45.3581,64.58,75,91,1.07
628,Bonavista,CA,48.6499,-53.1147,43.02,84,100,9.86
629,Springbok,ZA,-29.6643,17.8865,51.24,87,0,4.56
630,Zyryanka,RU,65.75,150.85,-8.16,94,100,10.83
631,Kyren,RU,51.6828,102.1408,24.08,77,32,0.98
632,Ugoofaaru,MV,5.6667,73.0,81.07,72,85,3.69
633,Yulara,AU,-25.2406,130.9889,81.12,16,0,13.27
634,Tarbes,FR,43.25,0.1667,48.31,92,75,6.91
635,Les Cayes,HT,18.2,-73.75,75.67,83,0,4.68
636,Hailar,CN,49.2,119.7,17.62,73,88,5.17
637,Oyama,JP,36.3,139.8,60.58,53,99,2.91
638,Taungdwingyi,MM,20.0167,95.55,74.21,67,6,1.41
639,Kawalu,ID,-7.3817,108.2082,77.49,88,100,1.79
640,Bezhetsk,RU,57.7851,36.6965,31.19,92,100,4.34
641,Huarmey,PE,-10.0681,-78.1522,63.1,84,13,8.03
642,Disa,IN,24.25,72.1667,72.05,41,10,2.62
643,Bulgan,MN,48.8125,103.5347,25.29,56,88,1.54
644,Vilyuysk,RU,63.7553,121.6247,10.26,92,100,8.32
645,Rovaniemi,FI,66.5,25.7167,42.21,93,100,14.97
646,Ivanovka,KG,42.8878,75.085,49.28,70,100,1.5
647,Yomou,GN,7.5603,-9.2653,69.62,71,77,1.07
648,Komsomolskiy,UZ,40.4272,71.7189,52.52,87,75,4.61
649,Sangar,RU,63.9242,127.4739,0.48,95,99,6.8
650,Mkokotoni,TZ,-5.8767,39.2547,76.06,82,100,8.01
651,Mildura,AU,-34.2,142.15,74.07,39,1,7.45
652,San Jeronimo,PE,-11.9472,-75.2829,48.96,84,100,7.61
653,Goure,NE,13.9835,10.2704,71.31,19,0,7.65
654,Samarai,PG,-10.6167,150.6667,84.47,71,28,10.58
655,Yellandu,IN,17.6,80.3333,67.98,94,0,2.3
656,Chadan,RU,51.2833,91.5833,16.23,91,100,3.04
657,Miraflores,MX,19.2167,-98.8083,61.97,59,93,2.68
658,Tuscaloosa,US,33.2098,-87.5692,73.18,66,0,6.91
659,Oranjemund,NA,-28.55,16.4333,60.69,90,32,1.9
660,Tarauaca,BR,-8.1614,-70.7656,71.38,55,32,0.89
661,Surami,GE,42.0243,43.5556,44.94,93,98,3.06
662,Carcassonne,FR,43.25,2.1667,52.23,84,0,16.11
663,Pontes E Lacerda,BR,-15.2261,-59.3353,66.34,51,6,4.56
664,Banda Aceh,ID,5.5577,95.3222,78.15,83,100,4.23
665,Careiro Da Varzea,BR,-3.2003,-59.8119,81.21,65,97,1.52
666,Pitimbu,BR,-7.4706,-34.8086,79.39,80,100,9.04
667,Fare,PF,-16.7,-151.0167,75.07,86,100,17.67
668,Botngard,NO,63.7653,9.8111,48.78,81,75,21.85
669,Avera,US,33.194,-82.5271,65.71,71,8,7.11
670,Burgeo,CA,47.6167,-57.6152,47.89,90,78,9.44
671,Guanare,VE,9.0418,-69.7421,72.93,84,100,2.53
672,La Ronge,CA,55.1001,-105.2842,25.05,80,75,9.22
673,Hurricane,US,37.1753,-113.2899,52.5,37,49,2.44
674,Deniliquin,AU,-35.5333,144.9667,69.91,45,5,6.82
675,Altay,CN,47.8667,88.1167,34.77,34,5,7.16
676,Feicheng,CN,35.2606,117.9675,51.3,40,0,0.45
677,Hvolsvollur,IS,63.7533,-20.2243,39.06,82,100,7.81
678,Bethanien,NA,-26.502,17.1583,56.75,57,0,0.31
679,Verkhnyaya Inta,RU,65.9811,60.3094,10.13,93,88,6.04
680,Hounde,BF,11.5,-3.5167,76.77,28,76,4.63
